Latitude,Longitude,Depth_m,Year,Sea_Surface_Temperature_C,Degree_Heating_Weeks,pH,Salinity_PSU,Turbidity_NTU,Coral_Cover_Percent,Marine_Heatwave,Bleaching_Risk,Bleaching_Label
-8.7002,110.0293,3.19,2018,28.27,0.0,8.119,36.16,7.88,45.43,False,0.0,0
-25.8346,-44.0836,2.42,2006,27.41,0.0,8.181,36.99,4.82,78.57,False,0.0,0
1.1436,103.9271,25.29,2008,27.17,0.0,8.065,35.24,9.65,39.67,False,0.0,0
-25.9432,-53.481,15.2,2015,26.53,0.0,7.974,34.72,3.13,66.85,False,0.0,0
18.0214,-119.844,24.62,2004,30.04,2.67,8.057,35.03,8.94,42.9,False,33.67,0
-15.9773,-167.9784,10.07,2014,28.59,0.0,8.149,35.41,7.03,59.69,False,0.0,0
2.4007,-41.142,12.53,2004,27.84,0.0,8.102,33.34,12.22,40.58,False,1.6,0
22.8047,145.2813,21.31,2009,30.4,6.26,8.013,33.29,5.42,43.89,False,97.88,1
9.0526,-93.9648,27.54,2019,28.34,0.0,7.978,34.38,1.95,56.53,False,0.0,0
1.9775,-105.6553,3.55,2010,30.04,0.06,7.936,33.24,1.74,59.95,False,19.8,1
-10.54,169.1355,25.98,1995,26.24,0.0,8.021,34.98,7.03,42.03,False,0.0,0
-10.0199,-170.9985,24.0,2000,30.67,5.33,7.86,34.03,8.01,65.95,True,78.68,1
10.1692,102.8816,10.15,2012,29.77,0.52,8.065,33.21,5.94,41.23,False,13.48,1
29.6484,-64.3068,11.3,1998,27.23,0.0,8.149,33.2,11.92,33.01,False,0.0,0
9.7104,-166.5043,2.35,2007,28.78,0.39,7.931,34.64,10.15,68.83,False,21.43,0
3.467,150.4089,1.46,2017,29.22,0.16,7.989,34.32,8.7,43.12,False,16.32,1
13.839,-129.7288,14.83,2008,27.83,0.0,7.847,36.26,9.36,68.17,False,0.0,0
-2.0877,18.6405,3.77,2019,26.95,0.0,8.042,33.52,11.57,58.52,False,0.0,0
-26.3915,-81.3405,6.63,2004,29.91,3.59,8.022,33.11,9.32,69.52,False,40.7,1
3.7378,-156.5306,25.56,2001,28.49,0.0,8.034,33.24,3.73,30.61,False,0.0,0
27.4575,-162.0279,17.56,1991,28.42,0.0,8.165,34.33,6.39,57.07,False,0.0,0
-19.4818,-138.3996,19.38,1998,26.63,0.0,8.184,35.43,2.47,30.93,False,0.0,0
11.4003,-154.3079,6.44,1990,26.46,0.0,8.048,35.0,13.13,51.12,False,0.0,0
-17.944,93.8009,25.03,2020,30.22,0.71,8.096,35.28,3.67,24.01,False,0.0,0
2.1497,-5.1962,26.17,2017,28.51,0.0,7.979,35.51,9.2,43.94,False,0.0,1
-24.1994,-56.5588,16.18,1996,30.37,5.32,8.017,34.24,1.28,54.1,True,70.88,1
-2.9777,-29.3872,27.46,2005,28.67,0.0,8.01,36.64,5.11,87.34,False,0.0,0
15.3698,154.4208,25.5,2003,29.7,0.18,8.227,33.04,13.48,68.96,False,23.22,1
-9.1457,147.8707,22.21,2022,27.49,0.0,8.105,33.72,12.02,71.53,False,0.0,0
9.8947,77.6435,22.29,1995,27.76,0.0,7.785,35.58,1.85,33.36,False,0.0,0
17.727,138.4857,4.06,2010,28.59,0.14,7.983,36.89,8.59,42.91,False,10.3,0
25.6307,-64.9267,8.85,1999,26.8,0.0,7.967,33.61,6.07,75.66,False,0.0,0
-15.9215,-42.8006,2.94,2021,29.06,0.94,8.155,35.83,2.46,50.64,False,17.41,0
-6.041,40.9364,1.25,1995,28.68,0.0,8.094,33.98,12.37,80.09,False,0.0,0
-20.855,44.5053,5.59,1991,27.24,0.0,8.267,33.8,13.11,77.47,False,0.0,0
29.549,-6.5881,26.53,2016,27.38,0.0,7.971,34.22,7.82,68.39,False,0.0,0
25.6201,-35.7632,7.96,2003,25.63,0.0,8.01,33.68,3.25,66.6,False,0.0,0
2.3974,175.0249,29.13,2012,27.55,0.0,8.016,35.1,6.58,52.2,False,14.13,0
20.522,115.6045,18.32,2010,29.3,2.62,8.111,36.79,0.97,61.91,False,34.14,1
1.2575,-23.4071,7.88,2019,27.96,0.0,7.777,36.69,10.69,43.95,False,0.0,0
7.4151,81.8253,15.42,2014,30.22,2.92,8.09,35.14,13.6,47.07,False,25.78,1
-24.6525,-82.9578,7.35,2013,29.81,2.31,8.075,35.96,0.73,60.24,False,44.52,1
15.3162,-143.939,29.54,2000,29.67,2.77,7.915,33.79,9.99,47.79,False,24.94,1
-22.3372,-53.1248,25.57,1993,28.08,0.0,8.014,35.23,1.79,76.4,False,0.0,0
19.5641,-34.9298,1.76,2002,30.28,5.87,7.912,36.11,3.86,18.8,True,94.22,1
16.9217,-174.0466,28.49,1998,28.91,0.0,7.942,34.29,8.26,39.42,False,0.0,0
12.5247,113.3251,21.91,2017,28.58,0.03,7.881,33.84,5.14,76.88,False,0.0,0
-27.8304,-50.6904,3.39,2005,27.19,0.0,8.091,34.16,0.59,56.9,False,0.0,0
-11.8123,28.9505,20.45,1995,29.65,4.18,7.979,34.11,14.75,54.1,True,94.16,1
-14.2132,-153.3733,19.76,2016,27.44,0.0,7.956,34.08,2.98,55.17,False,0.0,0
-8.3918,-117.0011,7.34,1999,26.38,0.0,8.155,33.26,8.15,50.43,False,0.0,0
-24.7414,140.2897,22.99,2012,26.21,0.0,7.868,35.0,7.98,34.61,False,0.0,0
26.2175,39.1275,3.52,2010,26.9,0.0,8.105,33.64,14.27,77.12,False,0.0,1
3.2281,162.1023,15.19,2015,27.94,0.0,8.079,36.6,11.67,64.6,False,0.0,0
-11.6685,179.55,1.29,1992,28.42,0.0,8.126,36.2,8.56,64.61,False,0.0,0
-6.1811,-46.1304,29.09,1996,28.01,0.0,8.163,36.64,11.18,77.06,False,0.0,0
-3.1678,-72.4309,22.8,2016,29.65,3.63,8.024,36.49,12.77,54.99,True,87.1,1
6.0357,129.0082,5.61,2022,28.76,0.18,8.08,34.43,5.19,59.33,False,2.23,0
0.9408,179.5001,10.91,1993,26.34,0.0,7.855,36.09,2.26,39.5,False,0.0,0
25.1635,46.6708,5.66,2015,27.57,0.0,7.935,34.99,12.26,31.78,False,10.67,0
-0.1822,106.2507,23.23,1997,29.32,0.0,8.102,34.02,3.27,34.75,False,0.0,0
29.5295,101.4285,2.71,2009,27.03,0.0,7.965,34.44,5.45,54.88,False,0.0,0
21.0855,-52.0777,25.37,2006,30.52,7.59,7.895,35.29,13.28,26.95,False,85.95,1
-17.4894,26.7373,28.32,1994,27.4,0.0,8.169,36.38,10.14,53.63,False,0.0,0
25.8357,119.9005,20.62,1998,29.5,2.55,8.12,33.05,1.76,61.83,False,7.08,0
-23.018,67.721,7.18,1997,28.43,0.0,8.167,34.76,4.03,56.43,False,0.0,0
19.047,-172.381,11.44,1996,26.47,0.0,7.889,33.02,2.75,70.41,False,0.0,0
-7.1626,-58.786,14.84,1992,28.16,0.0,8.015,34.15,0.96,70.61,False,0.0,0
22.6785,-127.9887,18.53,1997,27.63,0.0,8.102,34.64,3.64,52.82,False,0.0,0
22.0834,-96.13,20.39,1994,29.01,0.15,8.109,34.86,9.89,62.62,False,35.13,1
18.3555,145.9762,17.07,1994,29.07,0.71,8.131,35.96,0.7,77.6,False,18.44,1
17.4018,-166.7184,11.19,2006,26.59,0.0,8.006,35.93,14.46,58.66,False,0.0,0
-11.7193,-100.8717,26.84,2016,28.88,0.0,8.139,34.25,3.89,60.83,False,0.0,0
-25.1448,-68.555,3.36,2001,26.71,0.0,7.991,34.47,4.73,65.33,False,0.0,0
-5.8212,42.0783,14.52,2017,28.39,0.0,8.062,34.04,1.0,56.73,False,0.0,0
-19.5885,12.2766,23.49,1993,26.41,0.0,7.881,34.57,1.51,35.27,False,0.0,0
11.6971,-101.423,2.77,2017,28.06,0.0,7.853,34.36,14.98,34.67,False,0.0,0
-9.234,-120.8732,21.45,2014,27.82,0.0,8.166,35.66,5.35,41.53,False,0.0,0
28.5366,-94.7527,24.77,1992,27.34,0.0,8.102,33.52,10.36,55.33,False,0.0,0
8.4583,0.9107,20.16,2020,28.63,0.0,7.85,33.12,11.39,72.36,False,0.0,1
19.3488,-82.376,1.38,2001,29.78,2.23,7.99,33.08,7.66,47.66,False,51.41,1
-22.0485,161.1369,6.22,1993,27.59,0.0,8.065,36.86,7.21,73.9,False,0.0,0
21.7209,-13.0085,10.92,2019,30.3,5.42,7.854,33.98,5.37,22.35,True,94.5,1
25.3654,-158.8334,7.78,2016,26.74,0.0,8.024,35.93,10.68,62.3,False,0.0,0
-0.7763,82.5359,28.92,2011,26.19,0.0,7.992,35.88,8.12,34.34,False,0.0,0
6.3752,-61.6157,19.9,1990,30.26,0.85,7.95,36.34,6.69,74.64,False,42.07,1
15.8886,55.256,9.61,2009,27.7,0.0,7.95,34.55,2.7,51.08,False,0.0,0
-19.5097,-79.346,27.96,2007,28.59,0.0,8.016,35.59,10.18,50.09,False,0.0,1
0.154,25.4677,22.48,1995,26.25,0.0,8.087,34.45,6.84,81.16,False,0.0,0
-6.0802,97.9749,9.25,2001,27.4,0.0,8.008,33.94,2.01,45.98,False,0.0,0
-21.2176,154.0831,11.99,2006,30.7,4.02,7.979,36.95,5.47,74.13,True,100.0,1
-7.9479,-85.9942,6.78,2011,29.26,0.01,8.03,36.61,1.16,62.85,False,16.2,0
-25.9097,-59.4515,29.16,2007,27.64,0.0,7.998,34.86,2.29,38.06,False,0.0,0
-28.4513,-12.8641,16.0,1999,30.67,3.41,7.983,35.43,14.91,24.33,False,35.47,0
-21.89,153.7829,26.99,2013,28.06,0.0,8.061,36.88,11.97,69.37,False,0.0,0
27.7869,144.4993,11.05,2009,29.2,0.0,7.933,34.37,14.82,33.61,False,0.88,0
2.9718,-147.6438,25.96,2001,28.38,0.0,7.888,36.36,14.14,20.55,False,0.0,0
27.9493,-132.5053,2.56,1993,27.05,0.0,8.025,34.59,14.39,68.84,False,0.8,0
-4.0501,-1.6167,29.48,1994,25.74,0.0,8.037,36.49,7.44,67.85,False,0.0,0
-11.291,-141.6171,27.45,2015,29.34,1.44,7.882,34.95,10.32,61.11,False,0.0,0
0.3685,-55.5909,11.53,2005,26.84,0.0,8.265,35.13,0.68,76.74,False,0.0,0
-3.6293,-126.5813,23.47,1994,28.19,0.0,7.979,36.02,6.01,46.99,False,0.0,0
-23.6601,48.9745,22.82,2015,27.83,0.0,8.025,36.53,10.29,54.56,False,2.83,0
8.4496,161.8184,27.14,2008,27.27,0.0,7.867,34.06,2.73,37.82,False,0.0,0
-17.0377,178.8242,9.91,1995,30.13,3.03,8.023,36.01,13.48,35.69,False,53.96,1
7.1753,-44.9132,14.5,2013,27.97,0.0,8.005,36.8,2.05,56.15,False,0.0,0
9.0121,35.6445,26.08,2020,26.91,0.0,8.022,33.09,12.65,39.04,False,0.0,0
-20.8785,128.2564,23.58,2020,30.37,8.16,7.974,33.63,9.42,38.43,True,100.0,1
-26.319,-137.7137,12.41,1996,28.01,0.0,8.168,34.42,12.97,25.95,False,0.0,0
16.8457,68.2432,25.53,1999,27.04,0.0,8.008,36.15,3.75,65.9,False,0.0,0
-2.412,-32.8163,2.36,2011,28.34,0.0,8.108,35.34,9.74,63.86,False,12.16,0
-26.5102,-105.7874,23.68,2003,28.04,0.0,8.025,36.69,3.73,39.87,False,0.0,0
29.692,-35.0087,7.0,2017,28.08,0.0,8.015,34.85,4.29,28.28,False,0.0,0
-26.5332,-152.6543,9.3,2011,30.03,4.02,7.881,35.0,2.15,25.61,True,74.54,1
11.7021,70.3466,15.3,2021,27.9,0.0,7.967,35.24,12.89,52.67,False,0.0,0
29.0207,-89.0126,14.04,2000,26.74,0.0,8.103,36.63,12.13,81.7,False,0.0,0
-15.6492,-67.894,16.1,2003,27.17,0.0,7.935,33.24,4.58,57.16,False,0.0,0
-21.465,-136.4107,16.8,2020,27.91,0.0,7.897,35.04,3.11,21.85,False,0.0,1
-22.7169,131.2773,10.61,1993,27.28,0.0,8.006,34.51,12.08,66.59,False,0.0,0
-11.8035,-2.3601,6.08,2011,29.71,2.15,7.93,34.22,7.22,73.24,True,30.95,0
-23.9373,25.9729,23.29,2018,26.61,0.0,8.042,35.86,5.25,54.89,False,0.0,0
11.5297,24.9958,12.6,2002,27.0,0.0,7.858,34.35,10.38,72.43,False,0.0,0
-26.2625,-32.2225,15.67,2009,29.18,0.0,8.071,33.1,6.08,45.32,False,0.0,0
0.5653,-110.6892,19.7,2008,28.56,0.48,8.11,33.86,11.06,35.77,False,9.72,0
29.8018,88.2478,27.38,2004,28.02,0.0,7.857,34.17,3.54,35.14,False,0.0,0
18.8382,-134.2597,21.52,2015,26.42,0.0,8.001,33.73,8.74,37.79,False,0.0,0
6.9132,-142.6054,2.32,2009,27.85,0.0,8.141,36.05,13.19,53.07,False,5.98,0
-11.6248,75.6522,25.32,1995,26.09,0.0,7.964,35.42,12.27,52.8,False,0.0,0
7.4338,-104.8187,29.69,2004,27.09,0.0,8.008,35.76,14.18,63.22,False,0.0,1
1.6225,-69.5618,14.7,1993,28.15,0.0,8.052,35.17,0.81,35.66,False,0.0,0
-4.435,-8.9181,29.12,1995,27.99,0.0,8.078,35.73,13.96,46.31,False,0.0,0
-22.1574,-18.2335,16.87,1991,26.96,0.0,8.177,35.86,3.99,31.53,False,0.0,1
23.1963,75.0885,14.33,2004,27.41,0.0,7.934,36.04,14.19,63.42,False,0.0,1
-3.0129,44.4354,10.61,2001,29.93,2.86,8.057,36.11,4.2,61.58,False,49.53,1
-18.3226,51.9826,20.07,1996,30.65,5.57,7.805,34.1,3.21,49.79,True,100.0,1
-7.9344,77.0596,7.66,2011,27.41,0.0,7.907,33.96,9.6,75.18,False,0.0,1
-5.1522,-74.6594,4.04,1997,27.19,0.0,7.932,35.89,11.04,56.2,False,0.0,0
19.6523,-63.96,1.79,2000,28.88,0.0,8.095,36.93,14.45,42.46,False,17.99,0
14.0169,-22.3208,9.48,1991,27.43,0.0,8.0,35.9,4.87,54.75,False,0.0,1
16.1583,-69.3136,12.48,2019,29.73,2.65,7.94,35.02,7.05,57.48,False,21.4,0
-29.3381,174.5776,17.01,1993,25.79,0.0,7.999,34.22,9.27,36.88,False,0.0,0
-5.0308,113.0587,9.49,2014,27.0,0.0,8.175,33.53,12.45,61.23,False,0.0,0
-1.1194,-120.7243,29.54,2010,29.79,0.94,8.12,35.33,11.83,65.64,False,0.0,0
-28.8485,-177.9861,9.46,2014,30.83,4.58,8.093,33.33,14.19,68.64,False,92.48,1
-14.4112,-164.598,13.79,1998,27.33,0.0,8.195,36.71,8.36,69.55,False,0.0,0
15.6174,-92.1372,4.0,1997,29.35,1.5,8.027,33.26,12.41,21.37,False,38.66,1
-21.7734,-138.8551,8.56,1994,27.43,0.0,8.132,33.54,12.15,60.0,False,0.0,0
2.1186,12.0017,2.4,2017,30.05,4.91,7.918,36.04,3.5,36.07,False,66.24,1
-17.0879,128.8783,17.23,1991,28.64,0.0,7.957,36.55,5.49,57.27,False,6.3,0
-29.2728,85.2301,22.78,2010,29.06,2.1,8.118,33.73,3.4,65.48,False,27.75,0
-15.5279,-102.3807,6.68,1997,28.65,0.85,7.939,33.21,1.11,61.96,False,3.99,0
28.5524,-36.2523,11.67,2023,27.7,0.0,8.142,33.54,12.83,32.13,False,7.68,1
18.0922,2.8419,1.48,2012,27.15,0.0,7.89,35.86,13.58,73.21,False,0.0,0
27.5746,111.6741,25.35,2004,27.52,0.0,7.933,36.56,6.6,69.04,False,0.0,0
-0.7288,122.0838,23.62,2016,27.39,0.0,8.209,35.86,5.79,65.34,False,0.0,0
-23.4158,147.4986,2.83,1991,29.33,1.79,8.167,34.46,7.33,57.25,False,7.37,0
2.8776,3.3283,11.58,2017,27.61,0.0,8.16,35.42,9.61,62.08,False,0.0,0
-2.7374,69.9389,28.7,2000,26.31,0.0,7.958,35.04,14.82,58.84,False,0.0,0
20.6614,-139.7519,12.37,2010,28.96,0.1,8.087,35.08,13.14,76.39,False,17.44,0
-24.115,23.504,16.26,2021,26.96,0.0,7.838,36.3,2.86,29.96,False,0.0,0
-0.7055,-90.4709,11.3,2021,27.29,0.0,8.068,36.82,13.22,37.1,False,0.0,1
-20.9971,-24.5819,18.29,1996,29.02,0.0,8.039,36.55,7.53,30.07,False,0.0,0
-10.5194,48.2582,29.37,2011,28.43,0.0,8.169,36.03,12.17,47.79,False,0.0,1
14.2414,-87.4851,29.93,2003,27.54,0.0,8.082,34.83,12.75,59.36,False,0.0,0
-1.4389,-161.2134,23.47,2002,27.67,0.0,7.936,33.95,5.98,51.56,False,0.0,0
-7.4467,-176.3158,12.73,2010,29.82,2.6,8.015,34.5,0.91,44.4,False,24.07,1
-6.3314,-172.0226,15.34,2011,27.78,0.0,7.888,36.46,5.79,31.36,False,0.0,1
-2.4332,-176.9941,11.35,2023,31.21,7.0,7.912,33.03,0.93,36.17,True,100.0,1
17.101,-140.2722,29.58,1999,29.7,2.97,7.963,34.29,7.95,68.3,True,46.02,1
23.5251,-93.7841,21.53,1990,27.84,0.0,7.892,34.95,14.26,58.27,False,0.0,0
27.3201,-100.3603,14.02,1990,28.72,0.08,8.069,33.16,13.33,65.46,False,18.85,1
17.2142,175.2468,1.35,2013,27.97,0.0,8.009,33.42,6.06,54.35,False,0.0,0
-11.0756,-69.8378,16.09,1992,28.38,1.02,7.965,35.83,11.47,38.04,False,19.28,0
11.2881,-134.1285,29.53,2020,27.21,0.0,7.922,36.77,11.1,71.07,False,0.0,0
-3.7438,16.4025,16.17,2002,27.27,0.0,7.907,35.7,8.88,71.49,False,0.0,0
-14.7198,128.8647,6.29,1993,29.44,1.24,7.973,33.94,10.72,64.14,False,41.31,1
20.4523,64.1017,1.64,2012,29.6,3.8,8.055,34.19,13.6,40.47,False,56.77,1
-27.6944,-73.4104,11.29,1995,28.01,0.0,8.099,35.43,4.58,68.45,False,0.0,0
24.1057,22.1818,27.63,2023,26.61,0.0,8.069,36.94,3.05,58.86,False,0.0,0
-2.3114,77.3482,29.9,2007,29.78,0.99,8.143,35.61,5.16,41.81,False,2.47,0
8.2321,82.1176,28.42,2015,28.15,0.0,7.98,33.33,9.36,59.37,False,11.21,0
9.5612,59.9538,22.15,2022,28.01,0.0,7.919,33.69,7.5,26.24,False,0.0,0
23.7071,133.4918,17.19,2022,26.37,0.0,8.06,35.85,10.25,39.9,False,0.0,0
8.2002,133.238,18.13,2014,29.11,1.71,7.995,35.97,6.96,44.7,False,18.32,0
6.836,28.4172,16.63,2006,27.45,0.0,7.986,33.31,9.94,62.48,False,0.0,0
-26.0009,-25.2517,21.5,1992,26.57,0.0,8.001,35.31,1.79,53.02,False,0.0,0
1.1045,50.9653,13.15,2011,29.05,0.18,7.994,36.28,6.79,64.98,False,11.66,0
-20.9899,114.5563,20.41,1993,29.36,1.73,7.824,33.76,9.86,68.06,False,0.0,0
14.246,-177.9652,4.53,2017,28.09,0.0,8.118,35.82,4.72,47.38,False,0.0,0
0.7333,177.1189,8.71,2002,28.48,0.0,7.927,34.65,5.18,56.49,False,0.0,0
10.8137,-114.1582,25.24,2019,29.23,1.26,8.025,35.62,0.79,47.55,False,0.0,0
-27.4996,-10.7104,27.21,2001,29.11,2.46,8.131,35.24,11.91,40.15,False,27.1,0
-24.9125,133.9307,16.63,1992,29.19,3.51,7.965,36.75,7.54,53.03,False,27.04,0
12.9794,-98.9855,1.92,2010,29.14,2.05,7.968,33.63,2.92,72.71,False,37.76,1
-25.6749,-8.3537,27.88,1990,28.88,0.0,8.064,33.85,9.64,24.02,False,0.0,0
-25.7246,-132.2704,21.36,2007,26.25,0.0,7.94,33.71,2.23,27.33,False,0.0,0
-29.2735,-37.7725,13.01,2002,29.99,4.15,7.943,35.8,7.24,27.61,True,73.19,1
27.3901,-116.2312,18.35,1996,28.51,0.0,8.031,33.74,2.45,65.53,False,0.0,0
14.2505,-49.094,13.46,2002,27.83,0.0,7.876,34.66,10.31,30.53,False,0.0,0
-8.8049,-45.5529,14.49,2006,27.56,0.0,7.888,36.54,3.24,51.11,False,0.0,0
-12.2079,177.5415,26.72,2021,28.96,0.0,7.805,34.11,14.33,37.82,False,29.32,1
-9.0178,178.1327,5.67,2018,28.36,0.0,8.174,33.6,9.22,24.85,False,15.35,0
16.4792,-138.6769,4.01,2019,26.14,0.0,7.939,35.13,0.82,59.74,False,0.0,0
9.6822,81.3488,1.08,2000,29.75,2.33,8.002,35.62,6.59,33.85,False,29.91,0
-18.8883,-161.3716,10.11,2003,27.23,0.0,7.984,34.98,2.83,49.39,False,0.0,0
-19.5534,-169.1309,5.27,1999,28.77,0.0,7.98,35.19,9.28,46.73,False,7.71,0
-24.0963,-142.0798,7.38,1997,28.47,0.0,8.071,33.77,11.6,71.37,False,0.0,0
9.6182,167.5748,1.33,2020,30.7,6.01,7.903,34.18,4.97,18.71,True,100.0,1
15.8624,158.7109,7.59,1995,26.48,0.0,8.125,35.64,10.3,47.17,False,0.0,0
-14.0972,-110.186,10.65,2008,28.84,0.0,7.972,36.23,13.13,62.71,False,15.89,0
-28.7433,-121.798,1.92,2008,28.82,0.06,8.08,34.44,13.63,72.39,False,11.7,1
-25.0697,-93.4074,18.63,2001,28.11,0.0,7.889,35.84,2.28,71.92,False,0.0,0
28.0716,5.5969,17.5,2007,30.47,4.57,8.017,33.79,5.65,74.63,True,71.61,1
-12.2733,25.0937,3.81,1992,29.17,2.35,8.147,34.19,4.46,47.16,False,37.97,1
16.1534,-100.2264,18.26,1998,30.14,4.77,7.981,33.03,8.77,31.47,True,69.61,1
7.4798,92.3842,29.96,1995,29.99,3.71,8.059,33.88,12.33,23.01,False,40.44,1
-7.0836,-68.5609,28.39,1990,28.77,0.0,7.992,36.05,9.84,53.62,False,0.0,0
-17.6588,151.9673,1.08,2018,28.52,0.0,8.061,33.34,14.75,61.31,False,18.49,0
-22.7168,56.4202,24.07,2019,27.93,0.0,7.949,33.31,1.07,48.32,False,0.0,0
6.9008,-22.9136,11.25,2011,29.61,1.82,7.97,35.56,3.39,35.38,False,40.26,1
16.478,104.3683,2.85,2017,29.11,1.49,7.953,35.0,12.84,66.06,False,18.76,0
8.6343,114.4493,9.58,2007,28.62,0.0,8.118,36.1,6.19,83.66,False,1.58,0
1.8181,-75.4266,10.33,2021,28.69,0.0,8.091,34.56,11.79,47.19,False,0.0,0
-27.4829,-57.7028,16.17,1994,29.69,3.03,7.855,35.25,14.59,55.66,False,19.97,1
28.1093,156.9439,20.17,2023,30.47,4.51,8.111,36.76,9.06,65.62,True,85.96,1
17.9229,-120.6932,22.72,2020,30.19,4.91,8.1,36.48,10.16,28.12,True,81.21,1
-12.4307,-164.8258,8.13,2022,26.85,0.0,7.879,35.41,6.08,77.72,False,0.0,0
28.7982,-16.5401,10.33,1993,28.2,0.0,7.889,34.92,13.54,60.65,False,5.38,0
6.1129,108.4356,9.94,2003,28.66,0.0,8.042,33.19,10.22,54.61,False,0.0,0
4.9454,97.8005,11.52,2004,27.26,0.0,8.024,35.11,9.26,76.03,False,0.0,1
14.8844,151.031,29.99,2009,29.71,1.98,8.035,34.87,0.9,53.46,False,0.0,0
18.7062,11.9522,23.56,2009,26.1,0.0,8.171,36.72,7.67,50.83,False,0.0,0
9.3887,-143.9767,29.27,1993,28.03,0.0,8.011,34.62,14.93,65.37,False,0.0,0
-22.3143,31.928,21.1,2007,29.46,4.89,8.095,35.49,7.01,69.65,True,76.1,1
-9.7039,100.2224,12.78,2013,29.01,1.01,8.008,36.66,14.38,47.94,False,0.0,0
25.685,-146.4019,12.3,2016,29.63,2.03,8.152,33.78,14.73,78.46,True,71.71,1
-16.5231,-117.8433,15.17,2022,30.25,3.2,8.063,34.5,9.87,58.59,False,37.17,1
-7.67,-175.5754,13.09,2014,29.32,1.6,7.868,34.46,4.85,28.08,False,14.54,0
-4.0754,33.7149,25.02,1994,30.13,2.77,8.206,34.13,3.33,58.86,False,22.88,0
-3.6357,139.2244,14.49,2007,28.18,0.0,8.094,36.45,8.42,68.84,False,0.0,0
6.7764,61.4388,9.57,2009,29.38,1.2,8.201,35.72,2.02,53.84,False,0.0,0
26.5846,173.5344,23.47,1995,29.12,0.0,8.141,36.9,7.84,32.1,False,0.0,0
-15.5584,-157.3079,25.78,2016,27.49,0.0,7.896,36.28,10.04,30.25,False,0.0,0
-22.7099,145.0804,13.19,2017,29.71,1.27,8.169,36.53,6.87,87.98,False,29.66,1
-18.1518,113.0646,20.37,2000,29.94,3.39,8.039,33.16,2.68,49.42,False,20.9,1
23.2155,-66.8731,2.71,1998,29.06,1.18,7.986,33.07,12.18,32.42,False,33.45,0
8.7486,170.4696,16.35,2017,26.58,0.0,8.168,35.65,8.35,37.97,False,0.0,0
-12.8456,-76.3424,2.3,2008,26.95,0.0,8.022,35.44,4.42,42.72,False,0.0,0
18.9568,140.1497,1.85,2010,27.84,0.0,8.082,33.1,0.73,56.86,False,0.0,0
21.6822,137.0695,18.77,2020,27.97,0.0,7.932,33.28,8.39,45.27,False,0.0,1
20.7909,92.7567,9.8,1996,27.43,0.0,8.086,34.91,11.62,43.33,False,0.0,0
25.1356,22.8494,22.53,2014,29.98,1.65,8.07,36.2,5.78,65.81,False,30.64,1
-14.8655,-136.799,26.99,2017,30.15,3.13,7.93,35.89,10.08,60.72,False,42.58,1
15.3025,11.5098,5.04,2006,27.97,0.0,8.0,35.1,12.04,48.49,False,17.67,0
-2.3676,-51.5533,22.01,2015,29.23,0.0,8.041,34.79,7.31,60.91,False,0.0,1
20.5199,105.1981,15.92,2017,28.68,0.0,8.054,36.14,4.42,41.1,False,0.0,0
13.7094,92.9265,4.25,2006,27.12,0.0,8.089,34.25,6.5,42.07,False,0.0,1
16.5868,147.8205,19.9,2006,30.5,4.38,8.001,35.93,11.54,56.82,True,83.49,1
9.3697,-174.6611,18.67,2022,27.42,0.0,7.989,36.66,3.67,59.59,False,0.0,0
-19.3543,111.2772,15.95,2023,30.19,5.39,7.949,33.78,4.2,65.71,True,87.61,1
2.7016,157.8463,27.87,2012,28.84,0.0,8.165,34.65,5.72,49.72,False,0.0,0
29.0802,104.1482,16.11,2019,29.01,1.25,8.132,34.63,9.6,52.28,False,18.68,1
26.2433,-133.13,29.72,2016,29.54,0.89,8.12,34.74,3.99,42.85,False,10.64,0
-27.4096,-150.7395,15.77,1998,26.92,0.0,8.164,33.25,7.68,32.2,False,0.0,0
-20.1111,-172.4957,4.36,2009,29.47,1.28,8.209,35.87,9.71,35.53,False,31.5,1
-22.0963,46.3483,14.64,2012,28.75,0.46,7.975,35.5,8.07,32.34,False,0.0,0
13.5588,46.6822,6.29,2008,30.33,0.95,8.003,36.47,0.6,34.58,False,23.04,0
19.0671,175.2889,18.32,1993,29.05,0.0,7.964,33.25,7.75,21.16,False,48.37,1
-17.1893,-36.7045,21.1,2002,27.0,0.0,8.203,35.12,5.66,42.31,False,0.0,0
0.3512,-60.5137,14.58,2001,29.46,1.26,8.19,33.8,1.16,52.28,False,10.83,0
20.4422,44.793,3.83,1998,27.92,0.0,7.931,35.72,13.77,42.25,False,18.58,1
13.9681,117.2191,14.59,2004,29.12,0.0,8.115,36.13,9.92,50.64,False,24.66,0
2.5342,157.2386,3.36,2010,29.99,4.55,8.139,34.91,13.74,32.14,False,63.75,1
5.4209,109.1247,20.78,2004,29.14,0.0,7.911,33.82,4.93,62.5,False,0.0,0
0.5016,-26.3974,23.92,1994,30.14,2.64,7.993,35.44,13.9,73.79,False,37.34,1
-12.1471,48.5691,28.91,1994,27.97,0.0,7.925,33.56,6.9,54.86,False,0.0,0
3.9013,128.2678,5.32,2014,26.66,0.0,8.007,34.5,5.19,73.61,False,0.0,0
11.3331,-3.3805,16.44,2013,28.38,0.0,8.252,35.46,12.7,44.99,False,0.0,0
