Latitude_Degrees,Longitude_Degrees,Depth_m,Date_Year,ClimSST,SSTA_DHW,target
15.32168462,-26.94388518,7.030308223,2003,298.0166995,302.3327155,0
16.5079694,158.219619,26.94999316,2013,300.999996,298.7959742,0
4.226638464,7.500333609,28.87398871,2020,299.1377251,298.4924197,0
19.72425055,-51.56880239,9.147100781,2012,297.7750832,301.4120834,0
-25.52696138,175.2792972,23.39509831,2011,298.614185,297.077439,0
-18.06945575,76.08310299,23.91509068,2004,302.0946548,300.5809236,0
24.89758053,126.013888,14.03406955,2000,297.3495709,298.7104028,0
-10.48900068,82.6582242,19.48916667,2002,299.5971821,297.6577684,0
12.79468723,93.8826175,17.27703873,2013,299.7158758,299.8750306,0
-4.347538898,-170.8491144,4.128851383,2006,299.6145362,300.0980156,0
11.73096519,-129.8406764,18.528104,2014,301.1555313,298.2583899,0
-25.38120541,-75.68947695,5.67541733,2001,300.4339473,298.6259853,0
-23.67034441,-15.64755463,7.334772679,2019,301.9090745,299.9663823,0
18.44640931,142.592868,10.22210077,2000,298.4967274,300.5622957,0
-29.96877738,-53.07521172,9.838656487,2005,299.8091102,299.2957605,0
-16.67353137,-136.8484678,10.79083997,2014,297.9256007,298.2032032,0
3.486120121,-34.61897842,2.881875166,2019,298.3578183,300.8296735,0
12.7362354,-126.6887052,29.93447407,2016,302.3713823,299.2607036,0
-28.01695603,-55.77435071,19.396189,2001,299.9201402,299.4628074,0
3.173585344,33.3708206,3.344746464,2023,298.3070065,301.0051899,0
-7.933012037,47.63009901,19.37236161,2010,301.4903753,301.3908982,0
-20.95694736,2.951559627,21.1785714,2002,300.2499112,300.726604,0
-29.00473026,4.353500988,7.568377481,2006,297.9590154,300.8001576,0
-6.795879222,157.2227959,4.98810738,2024,297.6241044,302.0858149,0
22.6403612,-87.14101402,20.13953733,2015,300.0536045,299.9130782,0
-15.48886255,-146.4830036,27.01925698,2004,301.8544999,298.0378891,0
-13.26771884,72.12881879,25.55317312,2019,301.8789753,301.2893155,0
8.521898769,-149.7096126,5.687232709,2005,300.6794354,300.1937764,0
-7.663034006,158.4480393,29.23625127,2017,297.8844443,300.0180358,0
11.51371186,54.70605342,7.503809974,2000,297.0994145,299.7164154,0
-19.27063745,-48.07123755,22.58094517,2002,300.6168709,300.1256973,0
-24.37951393,-47.6223109,8.690868663,2013,300.2442897,302.3839107,0
-0.795470822,146.1955636,13.5974366,2020,299.764504,300.1729714,0
-0.448938371,-109.7125244,21.95111134,2018,300.1460231,301.2270471,0
-27.38377369,178.0381839,14.62839091,2013,302.0317541,299.0358729,0
-29.07260301,154.1946825,13.4173403,2020,300.1476086,302.3918237,0
-25.47922464,-69.94907306,6.536419903,2000,298.743071,297.9322101,0
3.408075748,157.0157187,21.1848641,2007,297.3872887,298.1490529,0
10.26861101,-50.88715873,8.370745823,2009,301.8255519,301.0742274,0
11.82094446,72.89427024,11.42524339,2009,301.4514864,301.4556237,0
22.02433911,148.7665989,15.82892957,2024,300.4534193,298.0685067,0
-25.74354498,-37.1578222,2.4722874,2018,298.8589734,299.0657062,0
-24.36108361,28.18085076,2.04232594,2024,297.8527289,302.4001249,0
20.33601012,129.7456626,8.257289455,2009,301.5243031,298.9810485,0
-22.37636924,8.00757362,23.32981304,2011,302.3088851,299.5149584,0
20.5213845,-110.0231878,12.92926325,2002,300.5058645,300.9935023,0
28.55112477,5.868125388,10.36573772,2016,299.193515,299.3843641,0
14.64255858,-89.69021016,6.345676556,2022,299.3557296,300.7867495,0
-26.50838427,149.4769419,13.82821466,2021,300.9302776,300.6310856,0
-13.20396618,163.751501,22.39901058,2004,300.3644641,299.3078003,0
-15.13614063,-51.84983569,22.9775372,2024,298.8803382,297.5048949,0
-24.3505807,-67.89120862,29.40580533,2004,299.6079561,297.5380879,0
-0.503047493,-9.550162519,6.022854227,2004,299.191776,300.3871755,0
8.105619052,-163.6905565,11.86376582,2018,299.7672494,301.7106941,0
9.521617897,-121.3436063,3.046493675,2022,302.1933838,301.7695941,0
8.184215847,108.3417461,20.63788193,2002,300.5380852,299.5203909,0
2.737007359,158.9273312,12.1969765,2000,300.5831662,298.136764,0
-13.56233236,-102.7479169,11.94051341,2018,300.4003964,298.8510482,0
9.343358123,-41.25721645,20.7667964,2001,298.4338199,299.728206,0
11.57342152,-54.5988224,28.1627964,2023,301.0428907,301.4191451,0
-13.07792565,-116.1217642,22.7678278,2002,302.4477783,299.2693972,0
-7.678914852,99.50866587,10.88330267,2004,298.3122827,300.7391463,0
14.39452563,-94.23498513,11.9541377,2016,299.778888,301.5455161,0
-10.79702394,142.3883623,12.28684868,2011,302.2719782,301.6592873,0
-8.705688572,164.4483186,20.62632723,2019,300.1539084,300.4751047,0
-3.093268681,-74.44412219,10.53127182,2020,301.1380599,301.3536847,0
17.37708857,-147.1658029,15.33818884,2006,302.4776218,297.3072914,0
14.22213341,16.52967726,21.46911303,2014,297.7864543,301.1883085,0
7.093083799,-143.5958366,3.439097377,2012,298.2241703,299.1815838,0
23.51381453,-127.2222642,15.88645889,2005,302.4265177,299.0584894,0
-7.761471176,112.6078442,28.47020874,2024,300.2553881,298.9262004,0
12.49087173,-6.599884333,11.96164011,2006,299.3332211,301.9849491,0
-23.32815106,-2.654962455,1.329255698,2019,297.6534985,297.6463944,0
8.952618127,88.57615654,17.91769419,2024,299.0617882,298.5714165,0
22.11594769,-99.50549813,28.93345364,2011,302.3784537,300.0580277,0
-10.6388167,-164.375718,27.81465658,2004,298.3914459,300.8247612,0
-25.47392717,-120.1624445,7.287464091,2014,299.4999759,300.4515694,0
5.058858715,144.4168838,2.31794503,2011,302.2728632,297.3182514,0
-6.328692084,-141.5678163,10.73414188,2003,299.5503412,298.9434373,0
5.019366711,-152.0155307,29.25744942,2021,297.1777377,298.5386993,0
-5.327596748,37.00147753,8.857771633,2012,302.0100995,301.5239548,0
26.9879948,81.25902302,18.78904068,2001,297.4551163,301.8216382,0
3.095272353,-120.659666,12.92639838,2021,301.4580433,302.4300187,0
-20.97498653,33.88705753,12.04583484,2021,301.5604032,300.1299481,0
-26.18929022,-166.7441277,4.881711445,2020,297.3100652,301.7559731,0
18.77406055,179.8983624,29.90246828,2020,300.2183224,300.9936646,0
15.42487212,-43.97380226,7.991460138,2008,297.7103768,302.2472806,0
6.370478067,-97.68859002,20.47931985,2001,298.9698949,297.6245668,0
10.29439174,7.310772325,23.39723336,2017,301.6869983,300.0354876,0
3.656278292,135.595297,12.70100312,2015,299.6402528,299.3129468,0
17.08009584,50.17008851,24.34629536,2006,297.7500431,297.0799957,0
-8.964746472,32.37036727,12.37507731,2018,301.9728728,298.9154051,0
0.83936935,102.1150846,12.49974069,2022,299.8798125,300.8370303,0
17.78830654,-14.63514914,25.42065104,2016,298.4203441,299.5252467,0
28.80195452,-2.657486163,10.5337967,2010,300.1880746,298.8785977,0
2.235805003,-14.35710277,17.95821707,2010,297.7635494,300.5248111,0
-19.08719494,-55.559778,27.00686389,2002,299.8337983,302.3521069,0
6.116123732,-99.41433627,24.83192847,2017,298.5322469,297.9735577,0
-24.67784797,-136.5710864,14.36258427,2013,299.0034842,299.768795,0
11.42368972,-165.8476297,24.18290157,2024,300.7828159,299.8141136,0
-20.58133904,-44.17705251,1.075255707,2003,301.434107,301.1154283,0
-18.92873884,-104.6342436,11.74369098,2021,298.2986409,301.1797547,0
1.875945238,79.3857821,2.807899513,2023,297.7321431,300.7794103,0
20.66644036,89.86184352,1.883692429,2017,299.460768,299.929395,0
-15.45176978,-83.07243686,11.94124073,2009,300.101808,301.6239049,0
-24.64774028,12.72080305,7.763275935,2012,300.2647585,300.7350628,0
17.35027432,-0.560808386,3.520688355,2014,301.0525236,300.0675825,0
5.19212608,23.20507531,11.98440615,2004,298.9969526,300.5525448,0
4.24669828,-51.80517868,29.60894221,2004,302.135305,297.041439,0
-16.48003214,-48.47154492,15.14648422,2010,297.4833819,301.4322569,0
-26.66079064,123.2330527,2.497428858,2007,300.833288,302.4849054,0
23.79661578,27.35943041,27.60447278,2014,301.4938964,298.4184655,0
-19.74674476,60.71155917,27.95190368,2014,299.942702,299.6214072,0
20.31495352,-106.1720783,29.07182793,2003,299.3399004,299.7918571,0
-15.45541606,-138.6587431,18.70798123,2005,300.1968102,297.8489949,0
-1.131593889,11.73219572,2.502882568,2017,299.4984738,300.0173171,0
2.935318793,-107.3770336,20.85257489,2019,298.4005236,300.748265,0
15.61367159,34.42994662,14.67570947,2022,301.368592,297.5868459,0
21.0436476,88.5508292,12.8470305,2020,301.0197711,302.1608725,0
-19.12601603,-156.0613437,22.49249883,2021,297.2645205,301.2983296,0
19.67645323,90.18069292,24.1865768,2002,297.9034619,301.480161,0
9.911833242,8.303552917,11.40608404,2012,300.2356867,300.7564013,0
-2.883083922,76.96168375,27.09035591,2005,299.9687958,299.4130957,0
4.649176254,-52.06951735,12.3529812,2001,299.9895407,301.9855966,0
7.454279755,-137.9167053,28.25513158,2006,301.0180203,300.8154468,0
-19.9961544,136.3064815,15.36728517,2006,300.1523297,302.4873094,0
15.1441872,74.51296605,23.57858623,2000,297.1844284,300.1343933,0
15.74752114,135.6356292,10.92037071,2005,299.9506474,299.0835186,0
-2.579986843,37.42483395,15.56636208,2007,297.8245459,298.2608827,0
13.3351541,79.21315316,19.59328135,2018,300.1102959,300.9389849,0
5.941761887,117.647578,28.81316904,2007,300.2086549,299.2046828,0
-2.279651781,161.0220023,5.44719069,2012,297.7651391,297.5543703,0
-14.63906809,81.39441098,18.19592425,2011,300.1082325,300.8315795,0
25.34996287,74.60590835,5.423632245,2008,299.3327187,301.0504433,0
26.06202089,153.2046646,14.07434177,2013,298.2974832,297.9103628,0
-18.82074723,121.496684,10.63224597,2021,299.8536093,300.2520149,0
-6.059837768,-160.28581,10.72072001,2019,301.3328444,300.3204684,0
-23.143962,-30.77834969,26.04202608,2005,298.904903,298.9082426,0
14.25007489,-17.20154128,7.513539865,2011,302.020122,298.3652454,0
4.657917245,-120.4152057,1.982495647,2000,298.9931664,300.1932359,0
7.935857275,-175.2859956,20.24258379,2006,302.3654772,299.5244394,0
3.438322133,129.8275264,16.51702185,2007,299.7620726,300.2746176,0
-25.97541136,89.98576934,7.0872622,2018,298.9216285,299.5752751,0
7.498559223,-44.01865892,25.26037959,2018,297.3613975,301.2654019,0
-2.802669915,8.780496958,13.78211966,2017,299.7335657,301.2094595,0
-23.82111124,-59.62938793,3.18959755,2002,299.0532012,298.4890957,0
8.639972594,-32.8556984,1.736204314,2017,301.7684657,299.2439147,0
3.103355716,-88.60011694,6.687279891,2007,297.5725972,301.3995385,0
-19.28732028,54.98859883,7.90730065,2001,301.4292323,302.4380083,0
6.191844131,110.4660536,28.91683024,2019,300.6744683,298.1274136,0
-12.41113618,142.6808947,1.377055782,2006,301.0474754,301.6647045,0
-22.63338662,135.5198673,19.64484134,2017,301.9096944,301.4959396,0
-9.490958898,-86.60756396,12.01107984,2022,297.1882546,301.5685998,0
-9.288471307,98.58042835,11.51997895,2020,298.6195617,302.2164932,0
15.81634765,-129.5592567,26.1855713,2023,302.4195202,299.59086,0
-19.07357167,-5.479787826,15.86127202,2008,299.9789882,300.4841302,0
-14.52673887,-129.8318133,25.21297687,2003,297.7275192,301.9531477,0
11.47331146,65.94618832,24.8549324,2020,301.4827994,299.7394991,0
-25.96947601,-34.11068831,15.42648193,2011,298.135317,297.0604771,0
-21.7868622,144.0067111,26.34281225,2007,298.3790186,300.4820393,0
-0.343568992,26.38597614,25.30510193,2020,299.1072619,299.8540474,0
-27.18204199,-120.1379872,22.40297488,2018,297.4968533,301.2404226,0
-25.90501768,121.3484367,13.67860849,2003,300.9547525,298.6341694,0
3.984278418,-8.621855208,20.2464638,2021,297.742507,299.6606522,0
-13.80532666,14.34340041,5.698402459,2019,297.282842,299.7300144,0
5.810570935,-59.67219931,23.35645391,2020,298.8941105,298.9334709,0
-5.232386964,73.77319789,18.35029569,2024,298.3552112,301.5050627,0
17.96495274,70.09072951,8.89220898,2001,297.5670156,298.7302811,0
18.44581511,166.3555629,23.9103932,2024,299.4530318,298.0182311,0
2.514056843,134.2605009,22.23452171,2020,301.1746972,300.9825683,0
8.233894787,173.0076481,27.19755057,2011,298.2166519,302.432174,0
26.64356038,-165.8063479,21.46168,2006,302.4964442,300.0569362,0
-1.607392915,-67.37225166,4.495154785,2006,298.6354195,302.0841791,0
28.26349471,159.9359361,14.75221228,2019,301.6450217,298.7550526,0
19.73492845,-166.6772515,18.29182648,2002,300.0837246,299.6458404,0
23.09990139,10.89544775,13.78993269,2022,297.3594599,298.7340969,0
2.369477543,104.6603393,10.24382259,2017,299.8609246,299.3474938,0
22.59992267,-29.69780975,14.39634267,2001,297.1169818,301.8108592,0
1.736228042,158.0643715,24.16471384,2006,297.0521699,297.2897611,0
-24.68739536,-166.4651616,14.91365848,2015,301.8052241,302.4124591,0
16.09640483,-29.60395842,13.21935307,2004,301.0274949,297.018405,0
-1.961354008,-73.07896448,25.73183283,2017,298.2848426,297.2315125,0
-28.92756392,175.5800603,13.40542088,2016,299.1539658,297.6844066,0
27.38494185,107.276156,8.510496896,2005,302.4028178,301.8630944,0
6.047906787,145.3406282,29.68636238,2006,302.4514274,298.2741944,0
26.56390645,53.87279364,18.62436705,2012,297.6618632,297.2581995,0
-6.954563311,-166.7765025,28.76083763,2023,298.9256889,297.3181347,0
28.14615781,138.1629186,27.90481621,2016,297.9564239,299.1793311,0
15.49430854,70.5674225,5.462981284,2002,298.2344231,298.2309969,0
2.218465374,33.45837654,17.82250003,2001,299.5158765,299.1514337,0
-13.62243751,-8.396341801,2.286923242,2001,301.7417019,301.4523384,0
9.314518838,18.30865342,3.522616037,2023,298.38957,297.0279518,0
11.74285757,-162.4379106,16.44547306,2004,298.2110076,300.7579232,0
-25.43214843,126.4344891,15.35924928,2018,301.5357453,298.9129506,0
10.68096915,23.66350704,8.743819835,2005,299.8669317,301.7748844,0
-15.28286806,-123.3573625,5.651603055,2012,301.6035733,300.836093,0
10.80844631,42.70009616,22.82878255,2006,301.8490042,302.2872341,0
-2.071799474,136.4657329,1.149209952,2010,298.2574384,301.9978572,0
-29.93279331,20.22542461,22.94243831,2011,297.0351223,298.5787097,0
7.015615103,173.2270241,19.32259228,2001,300.4870314,299.9699196,0
16.79072371,-141.48697,23.06980917,2009,299.3773243,301.6206683,0
-6.470927313,-115.3809636,22.85726619,2021,302.1547567,300.7833715,0
-25.92977645,-71.6531159,21.53699057,2021,300.897146,299.6046564,0
-26.52477237,-153.1100096,25.72002512,2013,302.3541893,302.3288282,0
14.9791099,-133.1689536,22.98963268,2006,297.3609438,301.5183212,0
-7.689988246,114.7628316,8.322753741,2022,299.4524649,298.5049467,0
29.82747001,-26.5747312,14.09022371,2006,299.8986325,301.5425642,0
-12.09753414,122.3809793,23.41186062,2019,300.5998117,298.5029274,0
27.05181374,-125.619159,13.53770923,2020,302.0023848,301.7154805,0
27.87122834,93.63386824,13.82666411,2000,298.7640851,300.9843247,0
14.75022072,-107.8707083,26.17556159,2023,299.0268949,301.7539704,0
-1.607405599,168.549634,6.380239955,2016,297.5014047,297.8451192,0
-2.778381924,10.92758174,1.517994882,2011,297.178894,302.0646632,0
6.999018871,106.7534248,14.96414819,2013,300.2908,300.3401855,0
-15.14760266,21.02856213,7.540664131,2021,300.2008427,298.4794637,0
17.85354604,-68.26969479,14.20138432,2007,299.5552923,300.7425114,0
-6.267294967,170.8919467,21.93474121,2010,300.8224004,301.7306732,0
16.79105933,-165.7372229,14.93470147,2023,297.8025714,297.5653582,0
4.254270111,-173.3876507,14.98833506,2019,298.9030911,301.266926,0
26.47425025,-153.930142,16.49302397,2008,298.9284481,297.1826171,0
-25.28529017,-37.10762057,4.848756867,2006,298.104725,300.8125667,0
19.28644368,-165.1739417,20.44117829,2007,300.5003664,300.8856165,0
-28.10483131,157.0364086,2.507167226,2008,300.8998329,301.7903302,0
12.84521593,108.6221099,10.84405558,2006,300.6345107,300.041508,0
5.848551758,102.1797192,14.94621111,2008,297.9019971,299.4123397,0
13.48959359,33.58031339,19.85853139,2024,301.7948096,298.2056769,0
28.55191535,-58.71751496,6.281419555,2022,299.3851043,297.2401391,0
-20.29964735,-172.4899899,19.94462756,2004,302.4798365,302.3613624,0
9.019541181,-108.1647177,20.72661903,2021,297.1685888,298.4172559,0
-2.242622596,132.5781019,22.08790302,2023,299.3402133,298.9026425,0
-7.737674221,175.5538429,2.163166551,2016,299.8269773,300.2343211,0
-28.23633325,-37.61453885,18.57947269,2014,301.9538603,299.3194651,0
-13.39033217,33.24611829,27.45853702,2011,299.1111593,299.5619704,0
20.15988383,-95.11484617,23.504006,2003,301.9996789,297.9882571,0
-15.7474005,169.7022339,6.248331629,2004,297.3802303,299.4044096,0
-24.15639645,-34.19251233,18.1946336,2006,298.9757835,300.2612297,0
-20.18856764,-39.21064681,29.11295735,2001,301.7189244,297.0496672,0
5.304758,35.53703284,12.50313351,2022,299.4958425,298.2982775,0
-25.59019516,-118.8871542,16.07344451,2009,300.6816472,297.8016611,0
-3.033969887,31.6383736,28.50891729,2024,297.9187305,297.9219057,0
-27.79971438,85.10472542,20.2503313,2004,301.2998468,300.8796208,0
-3.217881209,131.117824,17.18606724,2019,298.4836229,297.3139777,0
1.87017168,157.1780492,2.140962679,2022,298.2358565,297.9900574,0
-24.68666495,-142.8087754,17.95545031,2011,297.8158876,302.4264657,0
27.90712179,-178.2216069,28.60254178,2017,302.3520376,300.1906173,0
-14.74652521,7.822816789,10.93695116,2005,297.7680819,297.1648547,0
-11.5242035,73.68507459,6.853750112,2022,297.8931004,298.03592,0
13.84976849,-123.7810159,7.802277507,2014,297.9743238,300.8094427,0
20.28691738,160.061119,20.81419282,2017,298.3428101,301.5698246,0
21.87653016,96.66697123,4.280184753,2024,300.7923971,300.7208236,0
-17.05949086,57.19876928,12.42206776,2004,300.1745188,298.9171552,0
-20.44275329,37.78341217,10.22523505,2000,299.2379938,301.789144,0
16.94312904,24.12585396,22.41502707,2003,300.5778141,301.2085498,0
25.54048985,-22.25795529,27.13989384,2012,301.3879751,299.3957082,0
19.07005297,-136.7247401,16.79018384,2024,298.8060968,300.4661481,0
6.58990833,22.83801385,12.03217142,2024,300.2806701,300.0012779,0
-3.334832835,-174.7198595,18.02478952,2007,300.6751704,300.4071969,0
-2.190357372,-43.27711914,26.03667584,2015,301.6594205,302.0283008,0
18.8259773,-140.7893969,5.320763823,2015,300.190948,299.934814,0
6.474305568,95.35797416,24.57658642,2017,300.9352,299.8667877,0
19.34360513,-24.88964705,27.00471441,2020,301.939168,298.3391526,0
25.62207269,-158.3037395,28.09864478,2021,298.0700708,297.9148238,0
7.041105445,8.310500849,20.432785,2014,299.9274312,300.1951263,0
-24.62241965,78.34888293,12.597251,2012,299.2745201,297.6703735,0
-19.13103903,65.20242743,6.261712083,2012,298.0152182,298.6240306,0
17.60443549,-113.3177592,27.61482219,2019,299.6595011,301.432959,0
3.013592529,-164.3714882,19.36138989,2012,300.308865,301.5055387,0
23.0523878,-97.8912821,7.149300357,2009,297.9612539,298.9842489,0
24.35346629,97.18009209,17.14247468,2004,298.6613328,301.0257694,0
21.07045565,61.71288103,24.4763693,2018,300.4312263,299.4847222,0
5.196507791,-119.5148852,22.3693386,2001,299.6009058,299.9444696,0
-19.29324209,-67.58215702,7.677138884,2006,300.0068358,298.275709,0
-6.545640246,34.01148067,15.40623891,2001,298.5099714,300.283758,0
10.55047471,-20.62189196,13.92793652,2008,300.8083988,302.451908,0
-22.29634263,-142.5205262,22.0058257,2009,301.9803864,301.249425,0
-14.10627317,52.30434151,18.27677112,2008,298.7785436,298.2466102,0
-8.70022165,-155.0074166,16.05273394,2001,300.6828144,297.3846238,0
8.41009343,-82.38692286,18.19154776,2002,299.9312678,298.7838356,0
-10.01988522,61.01530387,29.83004148,2001,298.9961935,302.4751427,0
-3.218858928,-59.91496219,17.83377519,2003,302.2891615,300.4922803,0
15.2902692,-118.6279423,12.87485774,2024,301.5199354,297.0068017,0
-11.9488135,173.2450948,14.77170976,2012,297.6590595,302.3579055,0
-28.79841864,85.384881,23.28939434,2000,301.6311831,299.8652689,0
7.41514128,-147.9152044,22.90284219,2000,300.3466753,299.7876114,0
-20.44175876,-157.2807481,4.411821826,2022,298.4471191,298.9807502,0
-24.74143519,157.3048163,17.06026498,2010,301.5390736,298.5383695,0
26.54322115,134.4011982,5.691162129,2021,299.7332992,302.4568691,0
21.08549746,-104.9362148,27.98726122,2009,299.9685294,300.4537253,0
10.45822838,11.69322932,21.92123995,2002,301.3451674,298.6757353,0
-25.14484302,-34.92713564,6.032210935,2001,298.2298794,302.2652759,0
4.382485736,155.7830666,17.67973716,2021,298.7255023,300.3350402,0
-21.64811852,143.3741858,25.05063975,2019,299.7641134,299.1926467,0
-21.21756047,-47.68760798,2.976996972,2001,299.7835916,298.2790325,0
-25.20207634,99.62050697,4.539016512,2012,302.1504705,301.8185786,0
-13.33484258,126.5215095,1.009642677,2010,300.4077338,300.576106,0
-20.87850881,-157.9141342,23.642086,2009,298.1646544,299.6653087,0
15.25521266,43.01919051,9.623296399,2022,298.3154906,297.7823715,0
-22.71690363,-70.82094688,3.930328519,2015,300.8038993,300.3992842,0
7.991377561,-97.59794226,7.746720618,2019,297.9556393,300.6064802,0
20.88095311,80.75428908,23.97071538,2002,299.0226764,299.2777136,0
19.65227373,84.101177,23.30984192,2022,299.288847,299.6473928,0
-28.84846339,-86.46724485,23.04840487,2023,299.9442057,298.1836103,0
-29.27275352,-93.16747526,29.30033889,2017,297.3553917,297.2344827,0
-7.715485941,-84.2935908,19.73661358,2020,301.643964,297.5394542,0
-0.705531779,-125.9824807,10.41560188,2017,299.6180997,299.0673856,0
-6.331423286,-14.59916337,23.76547977,2012,297.7322975,297.5618224,0
9.521528772,159.4192109,24.45762039,2015,298.4006884,301.6247937,0
-27.69441906,144.6343172,14.38284647,2010,299.7249866,299.124919,0
-2.992534055,-98.29271003,26.79233657,2022,299.8512441,297.8259295,0
14.24602612,4.399891493,20.7266056,2012,297.2091202,301.1041399,0
9.542132052,108.7670009,4.055658485,2016,302.2607577,301.056296,0
-8.80491549,-73.24719074,11.14139366,2014,302.1827346,301.3111347,0
-8.709518385,-31.63286511,16.93886527,2021,301.2040496,298.4577554,0
-28.74330234,-150.4181997,29.06794101,2007,301.2307273,300.4356496,0
-7.083621621,-105.9525856,4.520206127,2003,301.2604858,300.5414734,0
1.818127995,-164.8975596,29.08617455,2020,297.6887846,299.6088486,0
-23.16260192,-5.034418928,27.68861826,2015,301.4647338,300.6106323,0
-22.31425522,-58.22369784,27.91442557,2022,297.5225643,299.0679609,0
3.005516427,-40.08499249,5.746830242,2019,298.3238099,297.6682576,0
-18.15177061,139.2929641,19.72851357,2002,300.6930021,298.7430736,0
22.7561196,-86.96461669,16.7764808,2020,301.1527306,299.5329672,0
20.51991317,82.25664378,23.51697595,2011,297.2962201,298.7603291,0
15.19124015,-83.04073261,16.64713039,2012,297.9064815,297.7245083,0
13.5587946,114.4027187,7.191829623,2018,297.8287186,298.88311,0
-5.195013042,92.94660399,22.5592898,2002,298.6365165,300.107621,0
11.33311812,134.3962497,19.45244927,2004,297.880394,299.5385661,0
-29.44010281,-91.19560877,22.06738974,2000,298.5284615,298.0667463,0
22.78898916,56.7217126,10.01693897,2020,301.0318921,300.38792,0
-18.71851592,-52.06155527,23.72996175,2019,299.8828754,301.6642629,0
20.39783882,119.764969,1.319916814,2024,302.2694041,299.0236741,0
-10.38410302,-126.4003019,9.862522249,2023,299.7612762,297.6859273,0
-6.877447017,51.61146477,23.63159351,2021,300.2617438,299.1533913,0
-5.242689549,70.42253274,1.093329645,2005,297.9178681,297.997256,0
-6.739584315,-35.16223511,26.35361165,2013,300.9787262,297.5727555,0
-16.47367467,73.05963875,2.531314854,2023,300.7205737,301.4274395,0
-13.81075679,117.0177877,15.44941479,2013,297.8194985,300.8247861,0
14.75551253,173.5089086,7.085417851,2003,299.8449798,299.4210945,0
-21.1528484,-61.8506087,13.58656162,2017,299.042821,297.3439822,0
18.08201495,95.97186863,22.27485907,2021,300.5341086,299.3168643,0
8.170641882,102.8345825,4.431749537,2005,302.4511954,301.1097077,0
14.3991832,162.1125911,6.88515466,2019,298.9922949,298.8398121,0
-28.42819749,-171.290965,25.11921427,2012,300.8371885,302.1128931,0
16.95491639,-159.7910028,25.72911258,2018,299.0730279,299.5395305,0
-1.145639955,-23.33505627,28.18324553,2003,297.7341398,297.4433083,0
13.67635842,-1.273985152,13.66867038,2024,297.0386606,297.3150414,0
-16.48657786,-132.7142131,12.56624486,2019,300.6132534,302.2613804,0
-25.86251902,-159.4603004,9.183425166,2006,298.3583834,301.9844002,0
-15.02722801,-82.09809859,23.02254961,2009,301.6463419,298.4747646,0
-20.61709174,127.1122644,2.348517007,2017,301.985406,297.7658495,0
1.945240937,-32.00558306,11.07295646,2014,297.1200287,300.6508433,0
27.80366605,21.66054605,28.1678514,2009,301.5532761,301.3324216,0
7.465526788,-1.986792734,29.40697437,2004,300.5979603,298.089537,0
3.919815274,-12.98430479,29.18815456,2011,298.922285,297.6275268,0
-20.92519028,-98.88590522,8.278033179,2006,300.7606476,299.9980804,0
28.83100932,-98.13258149,12.71535841,2010,297.372176,300.893093,0
2.612293041,-150.5788755,14.2907186,2000,299.357468,297.775278,0
9.85127487,-102.2074369,3.829312797,2015,299.2647105,300.5803541,0
2.725912164,-157.5816819,15.86257681,2009,302.37934,301.3669434,0
-0.164644181,-57.68011024,26.2919353,2003,301.1621333,299.8566222,0
-17.70712355,136.0188281,26.50787379,2013,298.3133792,299.4818164,0
29.09937937,97.92449147,1.787855216,2024,297.5178355,298.8901476,0
-13.05414608,-39.33778838,24.15198146,2006,300.6122906,301.5215674,0
-7.17479955,99.22026633,28.96982296,2023,298.0269781,297.5171986,0
-8.599741551,92.69347852,9.016809027,2007,301.3885279,299.1778376,0
24.9054041,11.89039221,5.580689862,2019,300.0680111,297.9131887,0
6.808388318,-49.28373481,27.01840389,2010,302.4093681,297.7739134,0
-17.8790599,-113.6790579,26.92570159,2015,297.8365736,299.4217788,0
6.917881504,-149.9529294,26.59007468,2011,301.0685168,298.7581676,0
29.30495936,-5.270766062,4.550583052,2012,298.7765616,302.4839299,0
28.78694747,56.20824649,4.76496702,2004,300.0786563,299.9006979,0
13.16121734,140.4928991,3.302790955,2004,302.3540156,298.8526228,0
-12.21061312,150.5548799,4.211704914,2011,302.4343606,301.9571281,0
9.100075122,-66.9381138,8.375337454,2021,301.5553709,298.8436443,0
-19.57430441,76.32504732,24.95336817,2000,298.3193076,297.7808459,0
-9.123515305,-17.87364759,22.71596377,2024,299.39528,300.1748735,0
14.2841474,110.2305172,25.46838247,2002,297.1711358,301.066121,0
-23.61937642,-66.6289481,1.11069689,2014,297.9618479,301.7065549,0
-16.36922658,121.3348051,9.099006565,2002,300.8178282,299.8196011,0
-11.6813594,-103.4480245,1.962491282,2020,299.2456849,301.175868,0
24.21647066,-96.20526704,24.41448488,2012,301.9436606,300.579227,0
22.45360345,-179.9321762,5.90335104,2001,299.4588055,299.5319705,0
21.87381657,16.79335927,12.03161592,2013,299.6348853,297.0990005,0
-4.713357505,-170.2169942,29.02105891,2021,301.7208792,298.6072003,0
24.6462097,91.42628529,24.34229653,2019,302.3998928,300.4173947,0
3.55108841,46.16571977,16.44760072,2018,301.8001461,297.6191921,0
12.22115865,14.65145159,3.799499636,2008,297.0682222,299.5782238,0
-11.92408435,35.40869435,9.619896424,2013,301.0875626,297.2647856,0
24.17369971,126.8149948,20.36633581,2013,298.8722321,302.439656,0
7.570570296,11.2739474,25.30641332,2015,297.1906865,300.2054376,0
29.72625097,128.0505938,16.12192498,2004,298.3876899,298.2112392,0
